127.0.0.1 - - [03/Oct/2021:18:53:24 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/bubble.png HTTP/1.1" 200 160282
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /HelpDeskDemo/images/back.jpg HTTP/1.1" 200 85026
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:54:31 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:57:26 +0530] "POST /HelpDeskDemo/insert HTTP/1.1" 200 150
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:58:41 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4597
0:0:0:0:0:0:0:1 - - [03/Oct/2021:18:58:54 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4597
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:01:07 +0530] "POST /HelpDeskDemo/insert HTTP/1.1" 200 150
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:03:17 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4605
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:03:17 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4605
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:03:20 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1936
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:03:20 +0530] "GET /HelpDeskDemo/animation.css HTTP/1.1" 200 3224
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:03:30 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:03:30 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:04:02 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3021
